id,composition,Eg
57824,Mg3Ag2Ge3O12,0.4306999999999999
5375,Fe2P3O13,0.0121
28959,Cs1Ta1S3,0.5262
46555,Rb1Zn1N1,0.1987
13603,K4Zr1C5O15F2,0.4267000000000001
12998,Ba1Fe2O4,1.9016
57707,Tl2B2Se7,1.2818999999999998
25228,Cs1Cu1S4,1.7616
18781,Sb1N1F4,1.3382999999999998
30915,Cu1H8C4O5,0.3773
21452,K1Co1As3F18,3.4232
11801,Co1P1H6N1O5,2.8378999999999994
60681,Na7Cr2O6,0.21320000000000008
16645,Mn4Be3Si3Te1O12,3.1768000000000005
13768,Na2Ni1O2,2.0103
26572,Na5Ni9O18,0.1995
17032,Na3N1O3,0.9429999999999998
58545,Li3Mn2Si2O8,0.3763000000000003
1114,Ca4Al6O13,3.619800000000001
23264,Bi2Se1O5,2.8442
53775,Cs1Ti1P2S8,1.3724
32760,Zr1N6O17,1.568
24986,Li2Ta2W2O13,0.4008000000000001
12815,Li3Fe3Sb1O8,0.7917000000000001
27721,Cs1Cr1Ni1F6,2.9871
492,Ca1Ni1F5,2.0976
27663,B5H4,2.8795
27483,Li3Th1F7,5.6859
10403,Fe1P1O6,0.5308999999999999
5841,Sr1Hg2Cl2O2,1.6542
36972,Re1C5Br1O5,2.3922
50122,K3Al1B8O15,4.999700000000002
37136,Bi1Te1Ir1,0.5087999999999999
55552,Mg1As1H15O11,4.1587
46852,Na1V2Bi3O10,2.6684
4100,W1N18,1.7921
43743,H4N1F1,6.175
6795,K1Al1F4,6.7888
33198,Na4S2O5,2.2338
55373,Rb2La1Cu1Cl6,2.1242
54210,C2S1Cl1O4F3,5.0493000000000015
9668,Sn1Te1,0.042799999999999734
54106,Cs2Rb1Nd1Cl6,4.8814
44572,K4B10H4O19,5.1222
127,Y3Si3Rh1,0.0016999999999995907
59288,Rb2Ce1Ag1Br6,0.2391000000000001
17804,Na5H4Br1O4,3.3178
59482,Rb2Li1Bi1I6,1.9334
55136,Al3Si3Pb2O13,0.05849999999999955
27689,Tl1P3N2O12,0.008000000000000007
21073,Na2Pd1Cl4,1.1864
48803,Cd1Ge7N10,1.3491
15314,Cs2Gd1Ag1Cl6,2.0537
30477,Na4Mo1S3O14,2.7772
37597,Cd2Sb6S11,0.33809999999999985
10804,Li3V1F5,2.7168
55912,Ho2Zr1S5,1.2542
28285,Cs1Co1H18N6Cl4O8,1.3271
33927,Ti1Bi8W1Cl2O16,1.2134999999999998
44015,Li2Tl1Bi1,0.2356999999999996
56291,Ba1Ga4O7,2.3813
6766,Se1,1.5404
37866,Na2Mg1Cr1F7,4.0181
17037,Cs1Li3I4,3.765
722,Li1Cr1P3O9,2.5296000000000003
16755,Ag1P2,0.6188000000000002
7874,K1Na7V7Cr1O20,0.5669
12933,Cs1In1H2Se2O8,2.638
20314,Si3Os2,0.8552999999999997
31336,Zr1Sb1Rh1,1.1674999999999995
56613,Na1Li1Ni1P1O4F1,4.2508
48397,Ba1Ca1P2H2O8,5.327000000000001
36186,K1Zr1F5,5.5637
1658,Li2V1F6,2.0221
32828,Ho1Cl1O2,0.11850000000000005
34374,Rb2Mg2S3O12,5.6076
11519,Eu3Nb1O7,0.017900000000000027
11205,In1Ag1Te2,0.06529999999999969
41652,K2Ge2Se5,1.8022
35632,Rh1C3N6Cl3,0.5080999999999998
13631,Ba3Ta2Zn1O9,3.3983000000000003
40143,Cs1V2O5,2.0615
15077,Ta6Cd1Br16O18,0.0866
36178,Bi1As1Pb1O5,2.2765000000000004
6774,Bi1F3,4.6763
51526,Ba1Sm2Co1O5,1.5058000000000002
27434,Pr1P3O14,0.6129
45152,Ba1Ag2Sn1Se4,0.07830000000000004
35459,Tl1Re1O4,3.3719
4378,Ce1Th3O8,1.7973999999999997
56908,Mn4Be3Si3S1O12,3.1087
20098,Sr1C4N6,4.6659000000000015
59577,Rb3Ir1F6,2.2971
24682,Na1O2,0.02760000000000007
44693,Na1Mo6Br13,1.9952
36894,Ag2Pb1I4,0.9009999999999998
15108,Nb4Pb3O12F2,2.8157
51792,K3B1Sb4O13,1.8633
8530,Fe3H4S4O18,1.1845
41126,Sb1Cl4F1,1.3726
36825,Ba1Sn1S3,0.8791000000000002
22682,Mg1Cd1C2O6,3.5064999999999995
31777,Li1Ce1P1C1O7,1.2363
31332,Li1Ag1Hg2,1.0407000000000002
30474,Li4Ca1B2O6,4.7265
25745,Ba4Sr2Dy2Co4O15,1.1844
49672,Li7Cu1O4,1.992
30484,Ca3Zn2Cu2P4,0.06190000000000051
31707,K1Gd1C1O3F2,2.7183
27817,Rb2Fe2O3,1.0686999999999998
59897,Pt1N4Cl4O2,0.11260000000000005
17261,Cs2Tl1Bi1Cl6,2.2087000000000003
34867,Ce3Cu4Ge4,9.999999999976694e-05
3702,Zr1C1,0.5028000000000001
23310,Gd2Cd1O4,1.616
10555,Li4Fe3W1O8,1.0635
30841,Cs1Mo3I7,1.887
41617,Ba1Sr1Zn1W1O6,3.4066
94,Sm3W1Cl3O6,3.4707
42959,Li4Cu2Si3O10,0.33519999999999994
3300,Cd1Ge1As2,0.07509999999999993
21508,Cs1Sb1Se2,1.127
41253,Ba6Sr1I14,3.0892
37812,Cr1Cl2O2,2.42
15694,Ca1Ta2Ga2Cu3O12,0.3562000000000003
22292,K2Pu1Cl6,0.35239999999999994
58724,Mg1Te2,1.1161999999999992
50284,Y1Ni5Ge3,0.01529999999999987
5083,Cs2K1Mn1F6,1.6103
50061,Li3Cu1N2,0.002699999999999925
61466,Mg2Ta2Co1O8,2.826
54877,La2Th1Se5,1.1113999999999995
17333,Tl3P1S4,2.2893
26465,Li1Co1C4O4,4.0532
13128,Ca2Zn4As4O17,0.05130000000000001
49681,W1S2O8,2.8632
424,K3Mo2Cl9,0.9338
40270,Na6Co1O4,0.8425999999999998
5543,Cr1Fe3O6,0.5291000000000001
10,Te4Mo3W1Se4,0.6334
11953,Al1Bi1N2,1.5764000000000005
7805,Dy3Ta1O7,2.0598000000000005
789,Tm1Cu3Te3,0.7786999999999997
5145,Mn3P4O14,0.6493999999999999
35059,Mg2Bi2O5,1.8327
34271,Pr1Br1O1,3.5535
15633,Gd1B1Rh3,0.03139999999999965
60092,Ca1Bi2O5,0.05010000000000003
55022,Li4Mn3O3F9,0.8075
17899,Li4H3Cl1O3,4.4775
36969,Al2Ag1Cl5O1,3.4407
42413,K1Ga1Cl4,4.3612
47445,Li1Mn3P3H2O12,3.4445
32282,Li2Mn1Cr2O6,1.2489
37864,Ni2Mo3O8,2.3238000000000003
32343,Os1C1,0.2793000000000001
43508,Rb4Fe1O4,0.4682
20210,Li6Ti2S6O1,2.1790000000000003
29586,Mg2Ta1W1O6,1.8046999999999995
27727,Mg2Cr3Mo1S8,0.33420000000000005
52618,K5H1C2N4,3.8504
12893,Ag4Te1P2O14,0.049700000000000084
428,K1B5O8,4.1303
34569,Li3V2Ni2O8,1.4551000000000005
48392,Mn3P4O16,0.0959
42632,V1Cu3S4,1.0305000000000004
52233,H12W1C2S4N2,2.244
11539,Zr1Cl4,3.6106
23449,In1Ag2Bi1Se4,0.07709999999999972
13587,Zn1Hg3S2Cl4,0.05720000000000002
4973,Cs2Na1Ce1I6,0.26069999999999993
62278,Ti1Zn1Sb1P3O12,1.2416999999999998
52568,K2Na1V5H10O19,2.4841
4634,Li2Ni1P2O8,0.0029000000000000137
23946,K3Cu8S6,0.0043999999999995145
46043,Rb1Tm1Mo2O8,3.0780000000000003
22103,Sn1S2O8,2.3798
2194,K2Rb1Sb1,0.6904000000000001
22986,K1S1O3,4.9636
18723,Ba2V2Zn1Cu1F14,0.5506000000000001
19593,Rb2Sb1N2O6F3,2.6524
1868,Mo1S3N2Cl8,0.4986999999999999
9133,Rb1Na2B6Br1O10,5.0108
36506,Ti1Cu3O4,0.13450000000000004
61398,Zn1Mo2O6,0.7738999999999998
37912,Sc2Cu2Ge4O13,0.18930000000000025
29192,Ba3Al3N5,1.7086000000000006
29191,Ga1Si2N3,1.6694000000000004
26786,Tl1Cl1,2.5859000000000005
8468,Sb1S7I1F6,2.0004
54120,C1S2N2O1,2.5928
12267,H5N1O1,4.8125
26987,K4Ti3S14,1.1896
30406,Tb1Bi1Te3,1.0366
11187,Ba5Mn1Co4O14,0.4682000000000004
24982,Mn1Co1B2O5,2.1963
7000,Rb1Mg1Cl3,4.7503
5701,Cs2Np1O4,0.3134999999999999
242,Li1Cr3P3H2O12,1.9086
51723,Rb3H12N5,2.073
35755,Pr2P3H5O10,5.6607
41438,Cs2Co1F6,1.8373
43690,Na1B1F4,7.8439
17197,Ta1Cr1O4,2.3276
11225,Na1Bi1Se2,0.637
60028,Co3Sn1C12Cl1O12,2.3021
22937,Ba2Sc1Ti2Bi1O9,2.0711
40153,Na4Si3Sn2O12,3.0661000000000005
31283,Ba2Mg1O3,3.5116000000000005
57188,Ca1Zr1P2O8,4.336799999999998
13351,Mo3O10,0.3419
55414,Bi12Ru1O20,0.7144000000000004
31150,Ba11C2N10,0.3765000000000001
29701,Ge5F12,4.3666
46495,Ca1Ti4Pd3O12,0.4513000000000007
13986,Li4Cr3Fe3O12,0.11830000000000007
46126,Sb1Cl1O2F6,1.9071
59242,Rb2Y1Au1I6,1.1678000000000002
58936,Na1Li2Ir1F6,1.8335
16477,Mn3Co5O16,0.7021
8826,Li1Mn2F5,3.0471
48009,Nd2Fe1Sb1O7,1.5842999999999998
7549,Pr1Nb3O9,2.8327
37551,Na2V1F5,2.4043
36696,La3Re2O9,0.21060000000000034
19110,Ca1Cu3Ge4O12,0.6931000000000003
38846,H1C2N2O4,2.6695
22036,As2S3N2F12,2.2041
34408,Hg1As3H12C4S6N1,2.1719999999999997
56202,Ba1Pd2S4,0.9005999999999998
5204,La2Th8O19,2.6651000000000007
1250,Hf1Mg1Pt2,0.6623999999999999
44618,Rb4Tl1Sb1Cl12,0.9385
10984,Ti1Zn2O4,2.3069
17259,Y2Se3,1.3384000000000005
20382,Li1Nb1P4O13,2.229
26082,Na1Sb5O13,0.7792000000000003
21647,Li4V5Fe4O18,1.3839
24001,Ca1Pr2S4,2.0620000000000003
10394,Ba2H14Cl4O15,2.6456
25740,K1La1Ta2O7,2.2382000000000004
29386,K2Tb1Cl5,4.9914000000000005
41466,Sc2S1O2,2.0315000000000003
4733,Cs1Bi1,0.24449999999999994
34258,Si1H14O4F6,6.975
16664,Li4Si1O4,5.0870000000000015
26945,Ba2Sc1O3F1,3.6754
26015,Rb4Sn1S4,2.4082
27426,La1O2,0.030499999999999968
28018,Eu1Dy1Cu1S3,0.06219999999999981
16380,Si1H4,6.562100000000001
7079,Cl1O1F3,3.6469
35759,Ti1V2O7,2.0316
9717,Rb2Na1Fe1F6,4.0723
16671,Bi1Au1Br6,1.1154
40988,U1H14N4O8,2.2383
25509,Ta2Se17Br12,1.3839
20761,Cu5P2O12,0.03669999999999973
49209,Cs1Cr1P2S7,1.1332
18442,Ti3Mn3Cr2O16,0.8528
18081,Dy1Fe3B4O12,2.3757999999999995
10313,Na1Gd1Se2,1.3524999999999998
9576,Er1Tl1Te2,0.7164999999999999
25534,Rb2Ag1Br3,2.6678
22269,Sr1Cu1N1,0.2645
40642,Zn1Cu2P1O9,0.055300000000000016
39545,Si1H12C4,6.4988
42055,Li2In2Ge1Se6,1.1904
31796,Li1Ca1As1,1.8116
42831,Cs4Fe1O3,1.4146999999999998
3193,Mn1Te1O3,2.664599999999999
44023,Mn2Zn3O7,0.4834000000000001
55092,Ba1Ge1N2,2.5305
42470,K3Gd1Si2O7,3.1419
9403,C18Br1F13,3.6569
22025,Na2Ta4O11,3.4658
4524,Sr1Cu1P1,0.06059999999999999
56935,Ge2S3Br2,2.4276
54611,Al1S1Br3,0.20439999999999992
36355,Ba5P3O13,0.23529999999999984
19733,Ba3Co1C3N3,0.8073999999999999
1775,Ho1Tl1Mo2O8,3.2765
20577,Sb1Pb1I1O2,1.5626000000000009
19568,Pr7S6Cl9,2.2563
22324,Na2H2C1O4,4.1589
51725,Si1H8C4I4,3.3157
48245,Si2Mo1O6,1.7126
15579,U1H18N5F7,0.30569999999999986
59366,Rb2In1Sb1I6,0.06590000000000007
23854,Ca2P1Au1,0.6678999999999999
54173,Ag1Mo3P3O16,1.5721999999999998
42844,Sn1Te1Pb4S4,0.6522000000000006
4344,Cs1Sb1S2,1.7235
42794,Ti1Nb1W2,0.06830000000000025
50044,Li4Ga4P4O17F3,0.08709999999999997
33363,Li3Ho3Te2O12,3.1762
17544,Ba2H1Ru3O10,0.02430000000000021
2198,Ca3Mn2Ga2O10,0.26139999999999985
48210,Mo3Se4S2,1.3725999999999998
48093,Cs3Tm2I9,2.8921
20291,Gd1Al1Ge2O7,3.0838
56075,Sn1P1O1F7,4.6387
3044,Nb1Fe1O4,1.9992000000000003
17931,Cd1Ni2O4,0.12539999999999996
43028,Ba1Hf1O3,3.5424
45560,Dy1Ga1Ge2O7,2.9567999999999994
43930,Sb1As3S4F6,2.3354
6436,Sr1Er2O4,3.111
8405,Cs1W3I3Cl4,2.8865
50775,Co1C4N2Cl4,0.6038000000000001
60989,Cu1Sb1O4,0.3338000000000001
13920,B1I3,2.6818
8207,U1F3,0.24230000000000015
39784,Na4Bi2B4S1O16,0.07789999999999997
2530,Ho1Ta1Ti1O6,3.3349
21333,La2Cr1O6,2.1741
32826,Cs1Zn4B3O9,2.8272
5232,Mn1C2O6,1.0113
26746,Nd2S3,0.7595999999999998
38094,Ba1In1Cu3Se4,0.6761000000000004
14942,Pr4S3N1Cl3,3.0309000000000004
16244,Li2Mn3B4O12,0.5297000000000001
18165,Ag2Hg1Se2O6,1.8143
42796,Li1Mn1Au2,0.3951000000000002
2558,Ba1P2O6,5.269
54778,Ag2C1S1N1Cl1O4,2.5329
3010,Zn1Ag1N1,0.1854
41684,Re1Hg1O4,2.7049000000000003
12706,Co1Cu2O3,0.014499999999999956
39092,Ba2Er1Ga1Te5,0.4095
61031,Ho1Mo2O6,0.9119000000000002
8891,Cs2Gd1Au1Cl6,1.5263
58986,K2Na1Mo1Cl6,1.5717
52773,Tm2Te5O13,3.0624
16595,Lu1I3O11,0.23600000000000002
43438,Nd2Eu1S4,0.3309999999999995
59986,Zn4As3N1O13,0.002699999999999925
25991,Mg2Sc3Mo1S8,0.4289000000000001
53993,Ga2H6Se3O12,3.9647
59442,Rb1Tl1F3,1.9288
54688,Tm1S1I1,1.2721999999999998
27614,Ba2Zn1As2,0.7784
4306,Sn3P2O8,3.4377000000000004
30422,Ba1Al2Se4,3.0541000000000005
24049,Pd1C2S2O8F2,2.4461
3787,Ca1Al2O4,4.3887
38875,Sr1Pd1F4,1.1627
50457,Ta2Mn1Mo1,0.05259999999999998
30138,K1Ag1P1Se3,1.3432000000000002
3751,K3Mg18Sn11,0.23350000000000026
276,Li9Mn7O16,0.7636000000000003
60210,Ba2Ti2Al1F11,0.10469999999999936
47087,Bi2Pt2O7,0.7935000000000008
32922,Cd3In2Se6,0.7604
52072,Sr2Dy1Sb1O6,3.6565
42785,Li1B1S4O14,5.5096
44425,Rb3B1S3,2.5462
55543,Cd1H6C1Br3N3,3.1871
31424,Cu3Se2,0.10210000000000008
14419,Y1Ag1Te2,0.9204999999999997
61310,Y1Fe3O6,1.1700000000000004
32365,Fe1Se1O3F1,2.3634
21757,Na6Sn2Se7,1.4178999999999995
17384,K4Ta2S11,1.6615000000000002
4160,Li1Fe4B4O12,1.173
60036,Rb2In1Cl5O1,0.7901
9340,Ho1Se1F1,2.833
24813,Os1Cl4O1,1.0149
11948,Ce3Si1Cl5O4,0.03139999999999965
59900,Y1C1O4,0.6973000000000001
38023,Fe1Si1,0.1673000000000009
27969,Hg3As1Cl1O4,2.0541
51346,Ba1Sr1Ta2O7,2.2234000000000003
2649,Ho1Ta7O19,3.1745
30796,Ca1Mn2P2O9,0.05160000000000009
10762,Ba3Al1H1O4,4.0392
60060,Te1S4N2O6,0.14480000000000004
48368,Ag1Se3I1,1.3964
13488,C3O2,3.8771
18783,Na1B6H8S3O7,2.148
60281,Zn1Si2W1O6,0.5737000000000005
18352,Ca3Ti2Si4O14,0.1205999999999996
14081,Na2Bi1Au1,0.3689999999999998
25658,Li2Zn1Ge1O4,3.1087
16854,Tb2Cl3,0.8306
20401,Li2Bi1O3,1.2442000000000002
7231,La3Os1O7,0.09469999999999956
53166,Cs2Rb1Gd1Cl6,3.095
35352,Sn1B6,0.7526999999999999
22939,Al8Zn3Cd1S16,2.4835000000000003
196,Cl1F3,2.4608
24448,U3O11,0.11800000000000001
25324,Cs1Si1Te3,1.258
38392,Re3Pb1Se6,0.8812999999999995
12225,Sc2Mn1S4,0.6128999999999998
17834,In5Ge3N9,0.05460000000000065
55453,Na1Ga3Te5,0.9918
41594,Sc2Tl1Cu3Se5,0.8468999999999998
19550,K2Al2Si3O12,0.7414999999999999
8384,La1Sc1S3,1.6540999999999997
54682,Cu1P4Se3I1,1.165
52601,Li4Fe7O12,1.2685999999999995
36213,Ba2Lu1Ru1O6,0.11160000000000014
7843,Mn2P1O5,0.8309000000000002
1073,Gd1Si2Ni2,0.03000000000000025
16273,Y4Cu6O15,0.8247
2985,Li1In1Mo6Se6,0.7491999999999996
20585,Ho2O3,4.2394
24163,K1In1H8C4O12,3.5818000000000003
44471,Li1V2H4O2F10,1.0109
14677,Na2Mn1Ga1F7,2.7127
24454,Rb1Sb3Se5,0.685
20051,Zn3In1Ag1S5,1.1776
35613,K5Mo1C7N7O1,0.7894
34449,Al6Sn1Te10,1.4369999999999998
52579,C7Se1N1F5,3.0275
7722,Na5B1S4O16,5.1366
4943,Mg6Zn1C1O8,0.3932000000000002
31953,Na1S1,0.8685
62156,Ca1Mn1Ni1P2O9,0.026199999999999782
18910,P1C1N2Cl3,3.6218
40135,Rb1Au1F4,2.5013
11860,Mg14Al1Bi1O16,0.007899999999999352
40198,Na2Ti1Ge1O5,3.2385
27044,Li3Ni1O1F3,3.1373
53428,In1Hg6Sb4Br7,1.1192000000000002
11019,Cs6Zn1Ge8,1.1263
34628,Pr1Cu1S2,1.0668000000000006
81,Zn1B3H3O7,4.6703
50016,Lu2Cu1Ge4O12,0.8990999999999998
4508,Fe4Si1O9,0.03539999999999999
60959,Ti2Zn1Cu2O8,0.3146
46310,Ba1V10O15,0.8356000000000003
50577,Ta2Ni3S8,0.5468999999999999
56692,Li1H2S1O4,5.1906
14579,Ce1P3O14,0.2996
11153,Ag1H12C4Se5N1,1.1115
6941,Ba1B5O10,0.6019
21590,Li2Si2W1O7,2.8074000000000003
15285,K8N3O1,0.006399999999999961
42358,Al1Sn1F5,3.8614
3423,K1Lu1S2,2.4307
20044,Fe1P1N1O4F1,0.017000000000000015
11100,Cu1Cl1O2,0.6517000000000001
59376,K2Rb1Mo1I6,1.4308
16835,K3S3N1O11,0.05489999999999995
17071,Tl1In5Se8,0.9297999999999996
3839,Nb1Te4I6,0.7654000000000001
36240,Mn2In1C10Cl1O10,2.454
40338,Eu1P7,0.3157000000000005
20744,Li1Y1W2O8,3.7859
57545,Li5Cr1P2O8F2,3.134100000000001
46876,C1Br4,2.9111
